0.0 0
0.0905768 0.09
0.18279 0.09025
0.276537 0.0907188
0.370283 0.0911289
0.462454 0.102988
0.465606 0.101989
0.5562 0.100991
0.559352 0.100492
0.562504 0.100055
0.649946 0.0991734
0.653098 0.0989017
0.65625 0.098664
0.659402 0.098456
0.742117 0.108649
0.745269 0.107068
0.748421 0.105559
0.751573 0.104614
0.754725 0.103788
0.757877 0.103064
0.834287 0.112056
0.837439 0.109924
0.840591 0.108059
0.843743 0.106801
0.846895 0.105701
0.850047 0.104864
0.853199 0.104506
0.856351 0.104192
0.859503 0.103918
0.926458 0.112054
0.92961 0.109922
0.932762 0.108057
0.935914 0.1068
0.939066 0.105825
0.942218 0.104972
0.94537 0.1046
0.948522 0.104275
0.951674 0.103866
0.954826 0.103882
0.957978 0.103897
0.96113 0.104035
0.964282 0.104531
0.967434 0.104964
1.0202 0.103594
1.02336 0.10277
1.02651 0.102048
1.02966 0.101417
1.03281 0.10124
1.03596 0.101085
1.03912 0.100949
1.04227 0.101206
1.04542 0.10143
1.04857 0.101626
1.05172 0.102173
1.05488 0.102651
1.05803 0.103195
1.06118 0.104046
1.06433 0.10479
1.06748 0.105441
1.07064 0.106386
1.07379 0.107088
1.07694 0.107702
1.08009 0.108739
1.08324 0.109647
1.11395 0.107566
1.1171 0.106245
1.12025 0.105089
1.12341 0.104078
1.12656 0.103569
1.12971 0.103122
1.13286 0.102732
1.13601 0.102891
1.13917 0.103029
1.14232 0.103026
1.14547 0.103397
1.14862 0.103723
1.15177 0.104007
1.15493 0.104631
1.15808 0.105303
1.16123 0.10589
1.16438 0.106779
1.16753 0.107556
1.17069 0.108112
1.17384 0.108973
1.17699 0.109726
1.18014 0.11051
1.18329 0.111572
1.18645 0.1125
1.1896 0.113313
1.19275 0.114399
1.1959 0.115349
1.19905 0.116305
1.20221 0.117517
1.20536 0.118452
1.20851 0.119271
1.21166 0.120362
1.21481 0.117942
1.21797 0.115699
1.22112 0.114237
1.22427 0.112957
1.22742 0.111837
1.23057 0.111233
1.23373 0.110704
1.23688 0.110241
1.24003 0.110336
1.24318 0.110419
1.24633 0.110366
1.24949 0.110696
1.25264 0.110984
1.25579 0.111236
1.25894 0.111831
1.26209 0.112477
1.26525 0.113043
1.2684 0.113912
1.27155 0.114673
1.2747 0.115339
1.27785 0.116297
1.28101 0.117135
1.28416 0.117868
1.28731 0.118884
1.29046 0.119774
1.29361 0.120552
1.29677 0.121608
1.29992 0.122532
1.30307 0.123466
1.30622 0.124657
1.30937 0.1257
1.31253 0.126488
1.31568 0.127552
1.31883 0.128483
1.32198 0.129297
1.32513 0.13051
1.32829 0.131571
1.33144 0.1325
1.33459 0.133688
1.33774 0.134727
1.34089 0.135511
1.34405 0.136697
1.3472 0.137735
1.35035 0.138643
1.3535 0.139813
1.35665 0.140836
1.35981 0.141732
1.36296 0.14289
1.36611 0.144029
1.36926 0.145025
1.37241 0.146272
1.37557 0.147238
1.37872 0.148083
1.38187 0.149198
1.38502 0.150298
1.38817 0.151261
1.39133 0.152478
1.39448 0.153543
1.39763 0.154476
1.40078 0.155666
1.40393 0.156583
1.40709 0.15751
1.41024 0.158696
1.41339 0.159734
1.41654 0.160642
1.41969 0.161812
1.42285 0.162836
1.426 0.163731
1.42915 0.165015
1.4323 0.166138
1.43545 0.166996
1.43861 0.168121
1.44176 0.169106
1.44491 0.169968
1.44806 0.171222
1.45121 0.172319
1.45437 0.173279
1.45752 0.174494
1.46067 0.175558
1.46382 0.176363
1.46697 0.177442
1.47013 0.178512
1.47328 0.179448
1.47643 0.180642
1.47958 0.181687
1.48273 0.182601
1.48589 0.183776
1.48904 0.184929
1.49219 0.185938
1.49534 0.187196
1.49849 0.188171
1.50165 0.189025
1.5048 0.190147
1.50795 0.191128
1.5111 0.192112
1.51425 0.193348
1.51741 0.19443
1.52056 0.195376
1.52371 0.196579
1.52686 0.197632
1.53001 0.198553
1.53317 0.199734
1.53632 0.200767
1.53947 0.201671
1.54262 0.202837
1.54577 0.203858
1.54893 0.20475
1.55208 0.206032
1.55523 0.207153
1.55838 0.208009
1.56153 0.209132
1.56469 0.210116
1.56784 0.210976
1.57099 0.212104
1.57414 0.213216
1.57729 0.214189
1.58045 0.215416
1.5836 0.216489
1.58675 0.217428
1.5899 0.218624
1.59305 0.219671
1.59621 0.220587
1.59936 0.221764
1.60251 0.222793
1.60566 0.223694
1.60881 0.224857
1.61197 0.225875
1.61512 0.226891
1.61827 0.228154
1.62142 0.229135
1.62457 0.229993
1.62773 0.231119
1.63088 0.232104
1.63403 0.233091
1.63718 0.23433
1.64033 0.235414
1.64349 0.236362
1.64664 0.237567
1.64979 0.238621
1.65294 0.239418
1.65609 0.240616
1.65925 0.241664
1.6624 0.242581
1.66555 0.243758
1.6687 0.244789
1.67185 0.24569
1.67501 0.246979
1.67816 0.248106
1.68131 0.249093
1.68446 0.250331
1.68761 0.25129
1.69077 0.252129
1.69392 0.253238
1.69707 0.254333
1.70022 0.255291
1.70337 0.256505
1.70653 0.257567
1.70968 0.258496
1.71283 0.259684
1.71598 0.260598
1.71913 0.261524
1.72229 0.262708
1.72544 0.263745
1.72859 0.264652
1.73174 0.26582
1.73489 0.266843
1.73805 0.267862
1.7412 0.26913
1.74435 0.270238
1.7475 0.271084
1.75065 0.272198
1.75381 0.273173
1.75696 0.274027
1.76011 0.275273
1.76326 0.276364
1.76641 0.277319
1.76957 0.278529
1.77272 0.279588
1.77587 0.280389
1.77902 0.281591
1.78217 0.282642
1.78533 0.283562
1.78848 0.284741
1.79163 0.285774
1.79478 0.286677
1.79793 0.287842
1.80109 0.288987
1.80424 0.289989
1.80739 0.29124
1.81054 0.29221
1.81369 0.293059
1.81685 0.294176
1.82 0.295154
1.82315 0.296135
1.8263 0.297368
1.82945 0.298447
1.83261 0.299391
1.83576 0.300592
1.83891 0.301518
1.84206 0.302454
1.84521 0.303647
1.84837 0.304691
1.85152 0.305605
1.85467 0.306779
1.85782 0.307807
1.86097 0.308706
1.86413 0.309993
1.86728 0.311119
1.87043 0.311979
1.87358 0.313106
1.87673 0.314093
1.87989 0.314956
1.88304 0.316212
1.88619 0.31731
1.88934 0.318272
1.89249 0.319488
1.89565 0.320552
1.8988 0.321483
1.90195 0.322672
1.9051 0.323713
1.90825 0.324624
1.91141 0.325796
1.91456 0.326822
1.91771 0.327719
1.92086 0.328879
1.92401 0.330019
1.92717 0.331017
4.5826 0.301515
4.58575 0.2757
4.58891 0.253113
4.59206 0.233474
4.59521 0.216289
4.67012 0.201003
4.67477 0.187753
4.67792 0.176159
4.68108 0.166139
4.68423 0.157372
4.68738 0.149575
4.69053 0.142753
4.76387 0.136534
4.76852 0.131217
4.77167 0.126565
4.77482 0.12237
4.77797 0.118698
4.78113 0.115611
4.78428 0.11291
4.85761 0.110546
4.86226 0.108478
4.86542 0.106668
4.86857 0.105084
4.87172 0.104074
4.87487 0.10319
4.87802 0.102416
4.94978 0.110239
4.95444 0.108584
4.95759 0.106886
4.96074 0.1054
4.96389 0.1041
4.96704 0.103088
4.9702 0.102202
5.04195 0.109802
5.04661 0.108201
5.04976 0.106551
5.05291 0.105107
5.05606 0.103969
5.05921 0.102973
5.06237 0.101976
5.06552 0.101104
5.1357 0.100216
5.14035 0.0994391
5.1435 0.0987592
5.14666 0.0981643
5.14981 0.0975188
5.15296 0.0969539
5.15611 0.0965847
5.15926 0.0962616
5.22945 0.0959789
5.2341 0.0957315
5.23725 0.0955151
5.2404 0.0953257
5.24355 0.09516
5.24671 0.095015
5.24986 0.0947631
5.25301 0.0950427
5.32162 0.103412
5.32627 0.102611
5.32942 0.101659
5.33257 0.100827
5.33572 0.100099
5.33888 0.0994613
5.34203 0.0990287
5.34518 0.0986501
5.41379 0.106319
5.41844 0.105154
5.42159 0.103885
5.42474 0.102774
5.4279 0.101802
5.43105 0.101077
5.4342 0.100442
5.43735 0.0997621
5.50596 0.107292
5.50911 0.10588
5.51226 0.104395
5.51541 0.103096
5.51857 0.101959
5.52172 0.100964
5.52487 0.0999686
5.52802 0.0992225
5.53117 0.0985697
5.5997 0.0979985
5.60286 0.0973737
5.60601 0.0969519
5.60916 0.096583
5.61231 0.0962601
5.61546 0.0959776
5.61862 0.0957304
5.62177 0.0953891
5.62492 0.0950904
5.69345 0.0949541
5.6966 0.0948349
5.69976 0.0946055
5.70291 0.0947798
5.70606 0.0950573
5.70921 0.0953002
5.71236 0.0955127
5.71552 0.0956986
5.71867 0.0958612
5.78562 0.104004
5.78877 0.102878
5.79193 0.101893
5.79508 0.101157
5.79823 0.100512
5.80138 0.0998231
5.80453 0.0992202
5.80769 0.0986927
5.81084 0.0982311
5.87779 0.105827
5.88094 0.104474
5.8841 0.103415
5.88725 0.102488
5.8904 0.101552
5.89355 0.100733
5.8967 0.100016
5.89986 0.0993892
5.90301 0.0989655
5.90616 0.0985948
5.97154 0.0980205
5.97469 0.0975179
5.97784 0.0969532
5.98099 0.096459
5.98415 0.0961517
5.9873 0.0958827
5.99045 0.0956474
5.9936 0.0954414
5.99675 0.0951363
5.99991 0.0948692
6.06528 0.0947606
6.06844 0.0946655
6.07159 0.0945823
6.07474 0.0945095
6.07789 0.0943208
6.08104 0.0942807
6.0842 0.0942456
6.08735 0.0945899
6.0905 0.0948912
6.09365 0.0951548
6.15746 0.10301
6.16061 0.102009
6.16376 0.101133
6.16691 0.100366
6.17006 0.0998206
6.17322 0.099343
6.17637 0.0988001
6.17952 0.0983251
6.18267 0.0979095
6.18582 0.0975458
6.24963 0.104853
6.25278 0.103621
6.25593 0.102543
6.25908 0.101725
6.26223 0.10101
6.26539 0.100259
6.26854 0.0996012
6.27169 0.0990261
6.27484 0.0985228
6.27799 0.0980825
6.28115 0.0978222
6.34337 0.0973444
6.34652 0.0969263
6.34968 0.0965605
6.35283 0.0961155
6.35598 0.095726
6.35913 0.0955103
6.36228 0.0953215
6.36544 0.0951563
6.36859 0.0950118
6.37174 0.0948853
6.37489 0.0946496
6.43712 0.0945684
6.44027 0.0944974
6.44342 0.0944352
6.44657 0.0943808
6.44973 0.0943332
6.45288 0.0941666
6.45603 0.0941457
6.45918 0.0941275
6.46233 0.0941116
6.46549 0.0940976
6.46864 0.0940854
6.53086 0.0939497
6.53402 0.094331
6.53717 0.0946646
6.54032 0.0949566
6.54347 0.095212
6.54662 0.0954355
6.54978 0.0956311
6.55293 0.0956772
6.55608 0.0958425
6.55923 0.0959872
6.56238 0.0961138
6.62304 0.103475
6.62619 0.10254
6.62934 0.101598
6.63249 0.100773
6.63564 0.100051
6.6388 0.09942
6.64195 0.0988675
6.6451 0.098509
6.64825 0.0981954
6.6514 0.097796
6.65456 0.0974465
6.71521 0.104391
6.71836 0.103217
6.72151 0.10219
6.72466 0.101291
6.72781 0.100505
6.73097 0.0998166
6.73412 0.0993395
6.73727 0.098922
6.74042 0.0984318
6.74357 0.0980028
6.74673 0.0976275
6.74988 0.097299
6.80895 0.0967617
6.8121 0.0964164
6.81526 0.0961144
6.81841 0.0958501
6.82156 0.0956188
6.82471 0.0954165
6.82786 0.0951144
6.83102 0.0949751
6.83417 0.0948532
6.83732 0.0947466
6.84047 0.0946532
6.84362 0.0945716
6.9027 0.0945001
6.90585 0.0943126
6.909 0.0942735
6.91215 0.0942394
6.91531 0.0942094
6.91846 0.0941833
6.92161 0.0945353
6.92476 0.0948434
6.92791 0.094988
6.93107 0.0952395
6.93422 0.0954596
6.93737 0.0956521
6.99487 0.102571
6.99802 0.101749
7.00117 0.101031
7.00432 0.100277
7.00748 0.0996172
7.01063 0.09904
7.01378 0.098535
7.01693 0.0980932
7.02008 0.0978315
7.02324 0.0976026
7.02639 0.0972772
7.02954 0.0969926
7.08704 0.103619
7.09019 0.102666
7.09334 0.101708
7.0965 0.100869
7.09965 0.100136
7.1028 0.0994938
7.10595 0.0989321
7.1091 0.0985656
7.11226 0.0982449
7.11541 0.0978393
7.11856 0.0974843
7.12171 0.0971738
7.12486 0.0969021
7.18079 0.0964143
7.18394 0.0959875
7.18709 0.0957391
7.19024 0.0955217
7.19339 0.0953315
7.19655 0.095165
7.1997 0.0950194
7.20285 0.094767
7.206 0.0946711
7.20915 0.0945872
7.21231 0.0945138
7.21546 0.0944496
7.21861 0.0943934
7.27453 0.0943442
7.27768 0.0943012
7.28084 0.0941385
7.28399 0.0939962
7.28714 0.0939967
7.29029 0.0939971
7.29344 0.0939975
7.2966 0.0939978
7.29975 0.0938731
7.3029 0.0937639
7.30605 0.0937934
7.3092 0.0941943
7.31236 0.094545
7.3667 0.101227
7.36985 0.100448
7.37301 0.0998924
7.37616 0.0994059
7.37931 0.0989801
7.38246 0.0984826
7.38561 0.0980473
7.38877 0.0976664
7.39192 0.0973331
7.39507 0.0971665
7.39822 0.0970206
7.40137 0.0967681
7.40453 0.0965471
7.45887 0.102729
7.46202 0.101888
7.46518 0.101152
7.46833 0.100383
